holiday,temperature,rain,snow,clouds,weather_condition,weather_description,datetime,station_name,traffic_volume
False,18.2,2.5,0.0,29,Rain,Light Rain,2024-06-11T06:00:00,Station D,1287
True,1.6,0.0,0.0,90,Cloudy,Overcast,2024-06-11T07:00:00,Station D,1221
True,22.1,0.0,0.0,26,Cloudy,Overcast,2024-06-11T08:00:00,Station B,1230
True,10.7,0.0,0.0,1,Clear,Sunny,2024-06-11T09:00:00,Station C,301
False,2.3,5.1,0.0,91,Rain,Heavy Rain,2024-06-11T10:00:00,Station A,769
False,27.4,0.0,0.0,46,Clear,Sunny,2024-06-11T11:00:00,Station D,1415
True,-9.7,0.0,2.7,49,Snow,Light Snow,2024-06-11T12:00:00,Station D,522
False,9.8,4.0,0.0,47,Rain,Heavy Rain,2024-06-11T13:00:00,Station D,1416
True,9.5,0.0,1.3,92,Snow,Heavy Snowfall,2024-06-11T14:00:00,Station C,857
True,12.5,0.0,0.0,1,Cloudy,Mostly Cloudy,2024-06-11T15:00:00,Station C,750
False,29.6,9.3,0.0,42,Rain,Heavy Rain,2024-06-11T16:00:00,Station D,194
True,18.0,5.2,0.0,73,Rain,Drizzle,2024-06-11T17:00:00,Station A,1133
True,6.2,0.0,0.0,59,Cloudy,Overcast,2024-06-11T18:00:00,Station D,614
True,20.9,0.0,3.5,9,Snow,Heavy Snowfall,2024-06-11T19:00:00,Station A,898
False,13.7,0.0,0.0,82,Cloudy,Overcast,2024-06-11T20:00:00,Station D,1454
True,-3.7,0.0,4.8,61,Snow,Light Snow,2024-06-11T21:00:00,Station A,464
True,1.1,0.0,0.0,32,Clear,Bright day,2024-06-11T22:00:00,Station B,447
True,26.9,0.0,0.0,30,Cloudy,Overcast,2024-06-11T23:00:00,Station B,211
False,5.9,0.0,0.0,51,Clear,Clear skies,2024-06-12T00:00:00,Station C,1077
False,-4.0,2.9,0.0,47,Rain,Light Rain,2024-06-12T01:00:00,Station D,364
False,-1.3,0.0,0.0,35,Clear,Clear skies,2024-06-12T02:00:00,Station C,1296
True,32.9,0.0,0.4,90,Snow,Heavy Snowfall,2024-06-12T03:00:00,Station C,977
False,0.9,0.0,0.0,84,Clear,Clear skies,2024-06-12T04:00:00,Station D,764
False,34.4,0.0,0.0,84,Cloudy,Mostly Cloudy,2024-06-12T05:00:00,Station D,1161
False,10.9,5.3,0.0,8,Rain,Drizzle,2024-06-12T06:00:00,Station D,338
True,-4.5,0.0,0.0,88,Clear,Bright day,2024-06-12T07:00:00,Station D,1308
False,28.7,0.0,0.0,33,Cloudy,Mostly Cloudy,2024-06-12T08:00:00,Station D,1284
False,32.7,0.0,2.0,90,Snow,Light Snow,2024-06-12T09:00:00,Station D,1450
False,11.8,5.9,0.0,14,Rain,Heavy Rain,2024-06-12T10:00:00,Station D,441
True,-4.1,0.0,0.0,0,Clear,Bright day,2024-06-12T11:00:00,Station A,1062
True,23.4,8.6,0.0,92,Rain,Drizzle,2024-06-12T12:00:00,Station A,68
False,31.2,0.0,0.0,12,Cloudy,Mostly Cloudy,2024-06-12T13:00:00,Station D,304
False,2.3,0.0,0.0,81,Clear,Sunny,2024-06-12T14:00:00,Station A,770
False,21.0,1.5,0.0,53,Rain,Heavy Rain,2024-06-12T15:00:00,Station C,242
False,18.4,0.0,1.1,27,Snow,Light Snow,2024-06-12T16:00:00,Station D,1438
True,22.9,3.8,0.0,24,Rain,Drizzle,2024-06-12T17:00:00,Station B,711
False,0.6,6.4,0.0,1,Rain,Drizzle,2024-06-12T18:00:00,Station A,692
True,2.3,0.0,0.0,86,Clear,Sunny,2024-06-12T19:00:00,Station C,376
False,23.9,3.5,0.0,24,Rain,Heavy Rain,2024-06-12T20:00:00,Station C,1049
True,29.0,0.0,0.0,94,Cloudy,Mostly Cloudy,2024-06-12T21:00:00,Station A,427
False,1.9,0.0,0.0,17,Clear,Sunny,2024-06-12T22:00:00,Station D,58
True,-9.5,0.0,0.0,79,Clear,Bright day,2024-06-12T23:00:00,Station A,1041
True,4.8,0.0,0.0,86,Cloudy,Overcast,2024-06-13T00:00:00,Station B,1462
False,18.9,0.0,1.8,80,Snow,Snow Showers,2024-06-13T01:00:00,Station D,576
False,10.0,0.0,1.1,16,Snow,Heavy Snowfall,2024-06-13T02:00:00,Station A,706
False,32.2,1.8,0.0,59,Rain,Heavy Rain,2024-06-13T03:00:00,Station A,847
True,1.1,2.2,0.0,87,Rain,Drizzle,2024-06-13T04:00:00,Station A,1231
True,21.9,0.0,0.0,59,Cloudy,Partly Cloudy,2024-06-13T05:00:00,Station C,334
True,29.8,0.0,0.0,26,Clear,Bright day,2024-06-13T06:00:00,Station A,505
False,11.3,0.0,2.7,20,Snow,Heavy Snowfall,2024-06-13T07:00:00,Station A,1305
True,11.3,2.2,0.0,57,Rain,Light Rain,2024-06-13T08:00:00,Station B,1207
True,31.4,0.0,0.0,57,Cloudy,Overcast,2024-06-13T09:00:00,Station A,1460
False,0.9,7.0,0.0,76,Rain,Heavy Rain,2024-06-13T10:00:00,Station D,792
True,-6.2,7.4,0.0,23,Rain,Light Rain,2024-06-13T11:00:00,Station A,913
False,22.5,0.0,0.4,83,Snow,Snow Showers,2024-06-13T12:00:00,Station A,57
True,29.4,0.0,1.5,32,Snow,Heavy Snowfall,2024-06-13T13:00:00,Station B,480
True,-3.4,0.0,0.0,32,Clear,Bright day,2024-06-13T14:00:00,Station D,1463
True,-3.2,0.0,4.8,80,Snow,Snow Showers,2024-06-13T15:00:00,Station A,865
False,-7.9,0.0,4.5,65,Snow,Heavy Snowfall,2024-06-13T16:00:00,Station B,963
True,17.1,0.0,0.0,7,Clear,Bright day,2024-06-13T17:00:00,Station D,497
True,-9.4,0.0,0.0,5,Cloudy,Overcast,2024-06-13T18:00:00,Station C,1254
False,33.9,0.0,0.0,81,Cloudy,Mostly Cloudy,2024-06-13T19:00:00,Station D,750
True,2.8,0.0,2.1,42,Snow,Heavy Snowfall,2024-06-13T20:00:00,Station D,1031
True,-8.7,0.0,4.0,83,Snow,Light Snow,2024-06-13T21:00:00,Station C,1356
False,5.9,7.9,0.0,48,Rain,Drizzle,2024-06-13T22:00:00,Station B,1422
True,3.4,0.0,0.0,42,Clear,Clear skies,2024-06-13T23:00:00,Station C,891
False,12.3,0.0,4.9,40,Snow,Light Snow,2024-06-14T00:00:00,Station A,189
False,20.4,0.0,4.1,72,Snow,Snow Showers,2024-06-14T01:00:00,Station D,789
True,25.4,0.0,0.0,5,Clear,Bright day,2024-06-14T02:00:00,Station D,1361
False,4.2,0.0,4.2,95,Snow,Heavy Snowfall,2024-06-14T03:00:00,Station B,607
True,15.4,0.0,0.0,1,Clear,Clear skies,2024-06-14T04:00:00,Station B,426
False,5.9,9.2,0.0,43,Rain,Drizzle,2024-06-14T05:00:00,Station A,1348
True,-4.1,0.0,2.1,82,Snow,Snow Showers,2024-06-14T06:00:00,Station B,609
True,-0.4,0.0,4.2,39,Snow,Light Snow,2024-06-14T07:00:00,Station B,144
True,16.6,0.0,0.0,22,Cloudy,Overcast,2024-06-14T08:00:00,Station D,342
True,24.1,3.1,0.0,81,Rain,Drizzle,2024-06-14T09:00:00,Station B,1424
True,18.7,0.0,0.0,77,Cloudy,Mostly Cloudy,2024-06-14T10:00:00,Station B,117
False,15.1,0.0,4.0,17,Snow,Light Snow,2024-06-14T11:00:00,Station C,1436
False,32.0,0.0,3.3,68,Snow,Snow Showers,2024-06-14T12:00:00,Station A,1071
False,12.8,0.0,0.0,56,Clear,Clear skies,2024-06-14T13:00:00,Station A,686
True,17.3,0.0,1.1,48,Snow,Heavy Snowfall,2024-06-14T14:00:00,Station D,1451
False,8.4,0.0,0.0,66,Cloudy,Mostly Cloudy,2024-06-14T15:00:00,Station C,375
False,16.1,3.3,0.0,42,Rain,Light Rain,2024-06-14T16:00:00,Station A,1346
True,7.1,0.0,0.0,48,Cloudy,Overcast,2024-06-14T17:00:00,Station D,349
False,26.7,0.0,3.2,94,Snow,Heavy Snowfall,2024-06-14T18:00:00,Station C,672
True,22.7,0.0,0.9,7,Snow,Snow Showers,2024-06-14T19:00:00,Station B,1426
False,7.9,0.0,0.5,53,Snow,Light Snow,2024-06-14T20:00:00,Station C,660
False,7.8,0.0,2.7,65,Snow,Heavy Snowfall,2024-06-14T21:00:00,Station A,1114
True,17.2,9.8,0.0,32,Rain,Drizzle,2024-06-14T22:00:00,Station B,88
False,33.1,0.0,0.0,66,Clear,Clear skies,2024-06-14T23:00:00,Station C,1323
True,3.5,0.0,0.0,85,Cloudy,Mostly Cloudy,2024-06-15T00:00:00,Station A,146
True,1.1,0.0,0.0,69,Clear,Clear skies,2024-06-15T01:00:00,Station B,106
True,8.9,0.7,0.0,60,Rain,Heavy Rain,2024-06-15T02:00:00,Station B,326
True,33.6,0.0,0.0,80,Cloudy,Overcast,2024-06-15T03:00:00,Station D,1178
True,-6.5,0.0,0.0,3,Cloudy,Mostly Cloudy,2024-06-15T04:00:00,Station B,490
True,-9.7,0.0,0.0,3,Cloudy,Mostly Cloudy,2024-06-15T05:00:00,Station C,363
False,-0.3,9.3,0.0,19,Rain,Drizzle,2024-06-15T06:00:00,Station A,546
True,24.6,0.0,0.0,37,Clear,Sunny,2024-06-15T07:00:00,Station B,1265
False,-1.7,0.0,3.0,5,Snow,Light Snow,2024-06-15T08:00:00,Station B,923
True,18.0,0.0,0.0,23,Clear,Sunny,2024-06-15T09:00:00,Station A,1287
True,18.6,0.0,2.9,62,Snow,Light Snow,2024-06-15T10:00:00,Station A,1461
False,16.2,0.0,0.0,83,Clear,Clear skies,2024-06-15T11:00:00,Station A,212
False,-2.2,0.0,0.0,96,Cloudy,Mostly Cloudy,2024-06-15T12:00:00,Station C,652
True,25.3,5.1,0.0,27,Rain,Heavy Rain,2024-06-15T13:00:00,Station B,1035
True,22.3,3.0,0.0,36,Rain,Light Rain,2024-06-15T14:00:00,Station A,1317
True,21.0,0.0,0.0,91,Clear,Sunny,2024-06-15T15:00:00,Station D,976
False,33.5,0.0,0.0,68,Cloudy,Overcast,2024-06-15T16:00:00,Station D,117
True,34.6,0.0,0.0,84,Cloudy,Mostly Cloudy,2024-06-15T17:00:00,Station A,1114
True,22.1,6.4,0.0,80,Rain,Light Rain,2024-06-15T18:00:00,Station B,416
True,20.7,0.0,4.3,85,Snow,Snow Showers,2024-06-15T19:00:00,Station A,489
True,20.7,0.0,0.0,17,Cloudy,Mostly Cloudy,2024-06-15T20:00:00,Station A,767
True,6.2,0.0,0.2,20,Snow,Light Snow,2024-06-15T21:00:00,Station D,385
False,11.0,0.0,0.0,55,Clear,Sunny,2024-06-15T22:00:00,Station A,759
True,12.2,0.0,0.0,49,Cloudy,Mostly Cloudy,2024-06-15T23:00:00,Station B,104
False,12.7,0.0,2.2,57,Snow,Heavy Snowfall,2024-06-16T00:00:00,Station A,1009
True,4.4,0.0,0.0,22,Clear,Bright day,2024-06-16T01:00:00,Station B,732
True,-2.4,4.4,0.0,96,Rain,Light Rain,2024-06-16T02:00:00,Station D,82
True,11.7,8.1,0.0,10,Rain,Drizzle,2024-06-16T03:00:00,Station A,742
False,-9.5,7.9,0.0,86,Rain,Light Rain,2024-06-16T04:00:00,Station A,208
False,10.1,8.0,0.0,3,Rain,Drizzle,2024-06-16T05:00:00,Station A,55
False,3.1,0.0,0.0,70,Cloudy,Overcast,2024-06-16T06:00:00,Station C,1052
True,1.3,0.0,2.5,64,Snow,Light Snow,2024-06-16T07:00:00,Station B,64
True,19.7,0.0,1.7,34,Snow,Snow Showers,2024-06-16T08:00:00,Station D,1094
False,12.4,0.0,0.0,10,Clear,Sunny,2024-06-16T09:00:00,Station C,384
True,31.8,0.0,0.9,31,Snow,Heavy Snowfall,2024-06-16T10:00:00,Station D,102
True,6.2,0.0,0.0,1,Cloudy,Overcast,2024-06-16T11:00:00,Station B,234
True,9.2,2.0,0.0,3,Rain,Light Rain,2024-06-16T12:00:00,Station B,835
True,-2.0,0.4,0.0,3,Rain,Light Rain,2024-06-16T13:00:00,Station A,694
True,26.1,7.2,0.0,60,Rain,Drizzle,2024-06-16T14:00:00,Station D,993
False,5.8,8.1,0.0,69,Rain,Drizzle,2024-06-16T15:00:00,Station D,950
False,19.6,0.0,0.0,80,Cloudy,Overcast,2024-06-16T16:00:00,Station D,384
True,18.6,0.0,0.0,39,Clear,Sunny,2024-06-16T17:00:00,Station D,1162
False,-5.5,0.0,0.0,15,Clear,Bright day,2024-06-16T18:00:00,Station A,611
False,8.1,0.0,4.5,88,Snow,Light Snow,2024-06-16T19:00:00,Station D,1246
False,-8.7,0.0,2.8,94,Snow,Snow Showers,2024-06-16T20:00:00,Station C,243
True,31.9,4.8,0.0,9,Rain,Light Rain,2024-06-16T21:00:00,Station C,1005
False,-9.8,0.0,0.0,71,Cloudy,Overcast,2024-06-16T22:00:00,Station B,1491
True,29.3,0.0,3.3,64,Snow,Heavy Snowfall,2024-06-16T23:00:00,Station C,710
True,31.3,0.0,0.0,79,Clear,Bright day,2024-06-17T00:00:00,Station B,1352
True,0.6,0.0,2.5,100,Snow,Heavy Snowfall,2024-06-17T01:00:00,Station C,989
False,22.6,0.0,0.0,80,Cloudy,Mostly Cloudy,2024-06-17T02:00:00,Station B,1484
True,30.6,0.0,0.0,89,Cloudy,Mostly Cloudy,2024-06-17T03:00:00,Station A,111
False,22.1,0.0,1.5,25,Snow,Heavy Snowfall,2024-06-17T04:00:00,Station D,836
True,20.5,2.5,0.0,17,Rain,Heavy Rain,2024-06-17T05:00:00,Station C,1191
False,22.0,6.0,0.0,16,Rain,Drizzle,2024-06-17T06:00:00,Station D,1182
True,25.5,0.0,1.2,21,Snow,Snow Showers,2024-06-17T07:00:00,Station D,512
True,-2.9,0.0,2.1,80,Snow,Snow Showers,2024-06-17T08:00:00,Station A,448
True,21.1,0.0,0.0,33,Clear,Clear skies,2024-06-17T09:00:00,Station A,322
True,29.7,0.0,0.0,32,Cloudy,Partly Cloudy,2024-06-17T10:00:00,Station D,753
True,26.0,0.0,2.1,21,Snow,Snow Showers,2024-06-17T11:00:00,Station B,494
False,2.4,0.0,0.0,36,Clear,Bright day,2024-06-17T12:00:00,Station D,795
True,2.2,2.9,0.0,26,Rain,Light Rain,2024-06-17T13:00:00,Station A,351
False,1.9,0.0,1.5,43,Snow,Snow Showers,2024-06-17T14:00:00,Station A,1212
False,26.6,0.0,0.0,97,Cloudy,Overcast,2024-06-17T15:00:00,Station C,1343
True,12.8,0.0,0.4,30,Snow,Light Snow,2024-06-17T16:00:00,Station C,1328
False,12.1,6.1,0.0,96,Rain,Heavy Rain,2024-06-17T17:00:00,Station D,565
False,1.4,0.0,1.6,22,Snow,Snow Showers,2024-06-17T18:00:00,Station B,1384
True,28.4,0.6,0.0,30,Rain,Heavy Rain,2024-06-17T19:00:00,Station A,697
False,-0.1,0.0,0.0,67,Clear,Bright day,2024-06-17T20:00:00,Station C,619
True,5.3,0.0,0.0,6,Cloudy,Partly Cloudy,2024-06-17T21:00:00,Station B,1003
True,-8.8,0.0,0.0,9,Cloudy,Overcast,2024-06-17T22:00:00,Station C,1080
False,30.7,0.0,2.4,38,Snow,Light Snow,2024-06-17T23:00:00,Station C,1360
True,-7.9,0.0,0.0,95,Cloudy,Partly Cloudy,2024-06-18T00:00:00,Station C,1351
False,8.9,0.0,0.0,54,Clear,Sunny,2024-06-18T01:00:00,Station D,1259
True,18.2,0.0,2.2,76,Snow,Light Snow,2024-06-18T02:00:00,Station A,683
False,33.0,0.0,1.9,76,Snow,Light Snow,2024-06-18T03:00:00,Station A,68
False,5.7,0.0,0.5,10,Snow,Light Snow,2024-06-18T04:00:00,Station C,387
False,8.7,0.0,0.0,10,Cloudy,Overcast,2024-06-18T05:00:00,Station B,53
True,15.1,0.0,2.7,21,Snow,Heavy Snowfall,2024-06-18T06:00:00,Station B,1097
True,-7.3,0.0,0.0,22,Clear,Clear skies,2024-06-18T07:00:00,Station B,850
False,-8.3,0.0,0.0,47,Cloudy,Partly Cloudy,2024-06-18T08:00:00,Station C,996
False,-8.5,0.6,0.0,20,Rain,Light Rain,2024-06-18T09:00:00,Station D,188
True,1.6,0.1,0.0,17,Rain,Heavy Rain,2024-06-18T10:00:00,Station C,1024
True,28.0,0.0,0.0,90,Cloudy,Mostly Cloudy,2024-06-18T11:00:00,Station B,916
False,13.3,9.3,0.0,21,Rain,Heavy Rain,2024-06-18T12:00:00,Station C,709
True,9.7,0.0,4.5,89,Snow,Heavy Snowfall,2024-06-18T13:00:00,Station C,1488
False,4.1,0.0,0.0,43,Clear,Bright day,2024-06-18T14:00:00,Station B,1028
True,9.6,0.0,3.6,56,Snow,Snow Showers,2024-06-18T15:00:00,Station B,254
False,20.3,1.0,0.0,93,Rain,Light Rain,2024-06-18T16:00:00,Station B,59
True,33.8,0.0,0.0,43,Cloudy,Overcast,2024-06-18T17:00:00,Station A,938
False,18.5,0.0,3.6,79,Snow,Light Snow,2024-06-18T18:00:00,Station C,1314
False,11.1,9.2,0.0,86,Rain,Heavy Rain,2024-06-18T19:00:00,Station C,85
False,-7.4,0.0,0.0,11,Cloudy,Overcast,2024-06-18T20:00:00,Station A,1074
False,-3.8,0.0,0.0,84,Cloudy,Overcast,2024-06-18T21:00:00,Station D,686
True,5.5,0.0,0.0,35,Cloudy,Mostly Cloudy,2024-06-18T22:00:00,Station A,650
False,8.2,0.0,0.0,41,Cloudy,Overcast,2024-06-18T23:00:00,Station C,542
False,24.8,0.0,0.0,60,Cloudy,Overcast,2024-06-19T00:00:00,Station C,1259
False,31.7,0.0,1.6,87,Snow,Snow Showers,2024-06-19T01:00:00,Station D,507
False,-6.6,0.0,0.0,42,Cloudy,Mostly Cloudy,2024-06-19T02:00:00,Station C,399
False,25.7,0.0,0.3,58,Snow,Snow Showers,2024-06-19T03:00:00,Station C,1401
True,16.5,0.0,0.0,61,Cloudy,Mostly Cloudy,2024-06-19T04:00:00,Station B,1349
False,29.5,0.0,3.1,41,Snow,Heavy Snowfall,2024-06-19T05:00:00,Station C,1066
False,26.9,0.0,0.0,7,Cloudy,Partly Cloudy,2024-06-19T06:00:00,Station A,1411
True,-7.4,0.0,0.4,0,Snow,Light Snow,2024-06-19T07:00:00,Station A,1218
False,15.4,0.0,0.0,53,Cloudy,Partly Cloudy,2024-06-19T08:00:00,Station C,705
False,21.8,2.0,0.0,8,Rain,Heavy Rain,2024-06-19T09:00:00,Station B,1295
True,17.7,4.2,0.0,20,Rain,Drizzle,2024-06-19T10:00:00,Station B,689
False,2.2,0.0,0.0,2,Cloudy,Overcast,2024-06-19T11:00:00,Station D,1096
False,-0.8,0.0,0.4,31,Snow,Heavy Snowfall,2024-06-19T12:00:00,Station A,1129
False,-3.5,0.0,0.0,57,Cloudy,Partly Cloudy,2024-06-19T13:00:00,Station D,417
True,12.8,0.0,0.0,88,Cloudy,Mostly Cloudy,2024-06-19T14:00:00,Station B,637
True,26.2,0.0,0.2,10,Snow,Heavy Snowfall,2024-06-19T15:00:00,Station A,552
False,26.7,0.0,0.0,64,Clear,Sunny,2024-06-19T16:00:00,Station B,647
True,19.4,0.0,0.0,53,Cloudy,Mostly Cloudy,2024-06-19T17:00:00,Station C,930
True,17.2,0.0,0.0,80,Clear,Sunny,2024-06-19T18:00:00,Station B,457
True,-2.9,0.0,0.0,93,Clear,Bright day,2024-06-19T19:00:00,Station D,186
False,22.6,0.0,2.1,62,Snow,Snow Showers,2024-06-19T20:00:00,Station B,987
False,24.4,0.0,1.6,43,Snow,Snow Showers,2024-06-19T21:00:00,Station B,763
True,30.5,0.0,0.0,32,Cloudy,Mostly Cloudy,2024-06-19T22:00:00,Station A,1082
True,6.1,7.4,0.0,25,Rain,Light Rain,2024-06-19T23:00:00,Station C,277
True,-0.8,0.0,1.0,79,Snow,Light Snow,2024-06-20T00:00:00,Station B,150
True,32.6,0.0,0.0,83,Cloudy,Partly Cloudy,2024-06-20T01:00:00,Station B,218
False,13.4,3.4,0.0,83,Rain,Light Rain,2024-06-20T02:00:00,Station A,108
False,-9.2,0.0,4.0,32,Snow,Snow Showers,2024-06-20T03:00:00,Station B,79
False,18.5,0.0,0.0,40,Clear,Clear skies,2024-06-20T04:00:00,Station C,302
True,-5.2,0.0,4.9,20,Snow,Heavy Snowfall,2024-06-20T05:00:00,Station D,635
False,21.4,0.0,0.0,58,Cloudy,Overcast,2024-06-20T06:00:00,Station C,1235
False,2.7,0.0,0.0,74,Cloudy,Partly Cloudy,2024-06-20T07:00:00,Station A,944
True,20.0,1.6,0.0,21,Rain,Heavy Rain,2024-06-20T08:00:00,Station B,789
False,6.8,0.0,0.0,20,Clear,Bright day,2024-06-20T09:00:00,Station D,420
False,6.1,0.8,0.0,77,Rain,Drizzle,2024-06-20T10:00:00,Station A,1439
False,27.6,3.9,0.0,40,Rain,Heavy Rain,2024-06-20T11:00:00,Station A,650
False,0.7,5.8,0.0,18,Rain,Light Rain,2024-06-20T12:00:00,Station C,111
False,29.3,0.0,0.0,38,Cloudy,Partly Cloudy,2024-06-20T13:00:00,Station C,1127
False,12.2,0.1,0.0,32,Rain,Heavy Rain,2024-06-20T14:00:00,Station C,191
False,30.2,0.0,0.0,15,Clear,Clear skies,2024-06-20T15:00:00,Station C,666
False,12.1,0.0,0.0,54,Cloudy,Overcast,2024-06-20T16:00:00,Station A,1364
True,25.9,0.0,0.0,7,Clear,Clear skies,2024-06-20T17:00:00,Station B,684
False,12.3,0.0,0.0,81,Clear,Sunny,2024-06-20T18:00:00,Station D,602
False,-5.6,0.0,0.0,52,Clear,Sunny,2024-06-20T19:00:00,Station B,1409
False,23.6,0.0,0.0,87,Cloudy,Partly Cloudy,2024-06-20T20:00:00,Station D,839
True,12.0,2.9,0.0,22,Rain,Light Rain,2024-06-20T21:00:00,Station D,416
True,30.5,0.0,0.5,87,Snow,Snow Showers,2024-06-20T22:00:00,Station D,777
True,6.1,0.0,0.0,44,Clear,Bright day,2024-06-20T23:00:00,Station D,1008
False,20.5,0.8,0.0,53,Rain,Drizzle,2024-06-21T00:00:00,Station C,912
False,0.8,0.0,0.0,72,Clear,Clear skies,2024-06-21T01:00:00,Station C,539
False,15.6,0.0,0.0,43,Clear,Sunny,2024-06-21T02:00:00,Station D,808
False,-0.1,0.0,0.0,9,Clear,Clear skies,2024-06-21T03:00:00,Station D,1252
True,1.7,0.0,0.0,16,Cloudy,Mostly Cloudy,2024-06-21T04:00:00,Station B,810
True,17.3,0.7,0.0,50,Rain,Light Rain,2024-06-21T05:00:00,Station B,313
False,30.1,0.0,3.8,94,Snow,Heavy Snowfall,2024-06-21T06:00:00,Station D,844
True,23.9,0.0,3.0,73,Snow,Light Snow,2024-06-21T07:00:00,Station C,886
True,5.6,0.0,0.0,7,Cloudy,Partly Cloudy,2024-06-21T08:00:00,Station D,1063
True,29.4,0.0,0.9,73,Snow,Snow Showers,2024-06-21T09:00:00,Station B,761
True,-9.8,0.0,0.0,30,Cloudy,Partly Cloudy,2024-06-21T10:00:00,Station C,296
True,31.3,0.0,0.6,75,Snow,Light Snow,2024-06-21T11:00:00,Station C,849
False,11.0,0.0,0.1,31,Snow,Heavy Snowfall,2024-06-21T12:00:00,Station A,1123
True,-9.8,0.0,0.0,49,Cloudy,Overcast,2024-06-21T13:00:00,Station C,357
False,5.7,0.0,3.2,24,Snow,Snow Showers,2024-06-21T14:00:00,Station A,772
True,22.9,0.0,3.0,79,Snow,Light Snow,2024-06-21T15:00:00,Station C,683
False,-8.4,0.0,0.0,90,Clear,Sunny,2024-06-21T16:00:00,Station C,376
True,-4.3,0.0,0.0,96,Cloudy,Mostly Cloudy,2024-06-21T17:00:00,Station A,1122
True,34.4,2.1,0.0,88,Rain,Drizzle,2024-06-21T18:00:00,Station D,715
True,-6.4,5.6,0.0,52,Rain,Light Rain,2024-06-21T19:00:00,Station B,1464
False,27.9,0.0,0.0,87,Clear,Bright day,2024-06-21T20:00:00,Station B,1427
True,-7.0,0.0,0.0,84,Cloudy,Mostly Cloudy,2024-06-21T21:00:00,Station D,735
True,19.5,0.0,0.0,12,Clear,Clear skies,2024-06-21T22:00:00,Station A,385
False,18.7,0.0,0.0,26,Clear,Clear skies,2024-06-21T23:00:00,Station D,918
True,22.4,0.0,2.4,83,Snow,Heavy Snowfall,2024-06-22T00:00:00,Station B,1088
False,32.8,0.0,0.0,53,Cloudy,Partly Cloudy,2024-06-22T01:00:00,Station B,718
True,34.0,0.0,0.0,25,Cloudy,Mostly Cloudy,2024-06-22T02:00:00,Station A,1056
False,27.5,4.9,0.0,3,Rain,Drizzle,2024-06-22T03:00:00,Station B,497
False,-1.0,0.0,0.0,84,Clear,Sunny,2024-06-22T04:00:00,Station B,563
False,10.3,1.0,0.0,53,Rain,Light Rain,2024-06-22T05:00:00,Station D,1343
True,8.1,0.0,0.0,47,Clear,Clear skies,2024-06-22T06:00:00,Station B,981
False,28.6,0.0,0.0,89,Cloudy,Overcast,2024-06-22T07:00:00,Station A,865
True,17.2,5.0,0.0,69,Rain,Drizzle,2024-06-22T08:00:00,Station C,377
False,-6.7,0.0,0.0,91,Clear,Bright day,2024-06-22T09:00:00,Station B,297
False,8.6,0.0,1.2,63,Snow,Snow Showers,2024-06-22T10:00:00,Station D,223
False,-3.8,0.0,0.8,44,Snow,Light Snow,2024-06-22T11:00:00,Station D,324
True,31.8,6.7,0.0,90,Rain,Drizzle,2024-06-22T12:00:00,Station C,98
False,25.0,1.9,0.0,74,Rain,Heavy Rain,2024-06-22T13:00:00,Station C,574
False,-6.5,0.0,4.6,50,Snow,Snow Showers,2024-06-22T14:00:00,Station D,1147
True,23.2,0.0,0.0,99,Clear,Bright day,2024-06-22T15:00:00,Station C,119
True,8.0,4.4,0.0,92,Rain,Light Rain,2024-06-22T16:00:00,Station C,434
False,26.3,0.0,0.0,49,Cloudy,Overcast,2024-06-22T17:00:00,Station C,289
True,8.7,0.0,3.9,3,Snow,Snow Showers,2024-06-22T18:00:00,Station B,1424
True,-8.1,0.0,0.7,68,Snow,Light Snow,2024-06-22T19:00:00,Station A,1419
True,32.3,0.0,0.0,70,Cloudy,Overcast,2024-06-22T20:00:00,Station B,255
True,28.4,0.0,1.1,50,Snow,Light Snow,2024-06-22T21:00:00,Station A,385
True,24.8,0.0,0.0,37,Cloudy,Partly Cloudy,2024-06-22T22:00:00,Station D,1080
True,-10.0,0.0,2.9,61,Snow,Snow Showers,2024-06-22T23:00:00,Station C,1476
False,26.2,8.4,0.0,62,Rain,Heavy Rain,2024-06-23T00:00:00,Station D,446
True,1.7,0.0,0.0,40,Clear,Bright day,2024-06-23T01:00:00,Station D,972
True,1.3,0.0,0.0,50,Clear,Bright day,2024-06-23T02:00:00,Station B,1272
True,30.2,6.5,0.0,54,Rain,Drizzle,2024-06-23T03:00:00,Station C,1064
True,33.6,4.3,0.0,66,Rain,Light Rain,2024-06-23T04:00:00,Station A,305
True,-3.9,0.0,0.0,12,Cloudy,Partly Cloudy,2024-06-23T05:00:00,Station C,1257
True,2.2,0.0,0.0,40,Cloudy,Mostly Cloudy,2024-06-23T06:00:00,Station D,1064
False,-7.7,0.1,0.0,66,Rain,Heavy Rain,2024-06-23T07:00:00,Station A,235
True,25.4,7.7,0.0,77,Rain,Light Rain,2024-06-23T08:00:00,Station A,76
False,10.3,0.0,0.0,4,Clear,Clear skies,2024-06-23T09:00:00,Station A,1113
True,21.9,0.0,3.6,97,Snow,Snow Showers,2024-06-23T10:00:00,Station D,629
True,17.2,0.0,0.0,70,Clear,Sunny,2024-06-23T11:00:00,Station B,264
False,-7.0,0.0,0.5,63,Snow,Snow Showers,2024-06-23T12:00:00,Station C,77
True,25.7,1.8,0.0,83,Rain,Light Rain,2024-06-23T13:00:00,Station B,1340
