station_name,datetime,precipitation,snow,temperature,weather_condition,clouds
Station D,2024-09-03T17:00:00,0.0,0.0,5.7,Clear,15
Station C,2024-09-03T18:00:00,0.0,0.0,-5.7,Cloudy,11
Station B,2024-09-03T19:00:00,0.2,0.0,-5.8,Rain,0
Station D,2024-09-03T20:00:00,0.0,0.0,13.6,Clear,90
Station B,2024-09-03T21:00:00,3.7,0.0,22.3,Rain,67
Station C,2024-09-03T22:00:00,4.5,0.0,18.5,Rain,33
Station D,2024-09-03T23:00:00,2.9,0.0,5.7,Rain,17
Station C,2024-09-04T00:00:00,0.0,0.0,13.9,Cloudy,49
Station C,2024-09-04T01:00:00,0.6,3.5,13.8,Snow,86
Station B,2024-09-04T02:00:00,5.1,0.0,-7.4,Rain,29
Station D,2024-09-04T03:00:00,9.2,3.0,20.4,Snow,66
Station B,2024-09-04T04:00:00,0.0,0.0,8.6,Cloudy,36
Station C,2024-09-04T05:00:00,0.0,0.0,9.8,Cloudy,27
Station B,2024-09-04T06:00:00,1.9,0.0,18.8,Rain,78
Station D,2024-09-04T07:00:00,0.0,0.0,-0.8,Clear,46
Station B,2024-09-04T08:00:00,6.3,0.3,-0.0,Snow,9
Station A,2024-09-04T09:00:00,8.3,3.3,22.0,Snow,20
Station D,2024-09-04T10:00:00,0.1,2.8,13.9,Snow,41
Station C,2024-09-04T11:00:00,0.0,0.0,33.2,Clear,9
Station A,2024-09-04T12:00:00,0.0,0.0,11.8,Cloudy,90
Station C,2024-09-04T13:00:00,5.5,2.4,16.6,Snow,58
Station B,2024-09-04T14:00:00,0.0,0.0,26.1,Clear,53
Station B,2024-09-04T15:00:00,0.5,0.2,8.6,Snow,39
Station C,2024-09-04T16:00:00,0.0,0.0,16.7,Clear,0
Station B,2024-09-04T17:00:00,0.0,0.0,18.3,Cloudy,47
Station A,2024-09-04T18:00:00,0.0,0.0,-5.8,Clear,48
Station D,2024-09-04T19:00:00,0.0,0.0,12.5,Clear,0
Station B,2024-09-04T20:00:00,0.0,0.0,22.6,Cloudy,16
Station B,2024-09-04T21:00:00,0.0,0.0,-5.7,Clear,40
Station A,2024-09-04T22:00:00,2.7,2.9,-1.2,Snow,72
Station D,2024-09-04T23:00:00,9.8,1.4,-8.2,Snow,8
Station D,2024-09-05T00:00:00,0.0,0.0,15.1,Cloudy,22
Station D,2024-09-05T01:00:00,9.7,0.0,-3.9,Rain,98
Station D,2024-09-05T02:00:00,0.0,0.0,10.1,Clear,55
Station A,2024-09-05T03:00:00,0.0,0.0,1.4,Cloudy,41
Station C,2024-09-05T04:00:00,0.0,0.0,21.8,Clear,20
Station B,2024-09-05T05:00:00,0.5,0.0,18.6,Rain,33
Station C,2024-09-05T06:00:00,0.0,0.0,3.2,Clear,21
Station B,2024-09-05T07:00:00,0.0,0.0,-1.9,Cloudy,47
Station C,2024-09-05T08:00:00,9.4,0.0,9.9,Rain,64
Station A,2024-09-05T09:00:00,0.0,0.0,8.0,Cloudy,2
Station B,2024-09-05T10:00:00,0.0,0.0,-5.2,Clear,30
Station D,2024-09-05T11:00:00,8.8,0.9,3.8,Snow,35
Station B,2024-09-05T12:00:00,0.0,0.0,31.5,Clear,5
Station A,2024-09-05T13:00:00,4.5,4.2,7.6,Snow,53
Station B,2024-09-05T14:00:00,6.1,0.4,4.0,Snow,83
Station D,2024-09-05T15:00:00,0.0,0.0,3.4,Clear,53
Station C,2024-09-05T16:00:00,4.1,0.0,3.7,Rain,93
Station A,2024-09-05T17:00:00,0.0,0.0,26.7,Cloudy,88
Station C,2024-09-05T18:00:00,0.0,0.0,-2.5,Cloudy,32
Station B,2024-09-05T19:00:00,9.4,3.9,-0.3,Snow,98
Station C,2024-09-05T20:00:00,6.3,0.0,23.0,Rain,96
Station C,2024-09-05T21:00:00,6.3,3.2,3.7,Snow,88
Station A,2024-09-05T22:00:00,0.0,0.0,-5.5,Cloudy,82
Station D,2024-09-05T23:00:00,9.6,0.0,28.3,Rain,96
Station B,2024-09-06T00:00:00,0.0,0.0,34.1,Cloudy,17
Station B,2024-09-06T01:00:00,0.0,0.0,7.4,Cloudy,44
Station D,2024-09-06T02:00:00,3.7,0.0,11.8,Rain,98
Station A,2024-09-06T03:00:00,0.0,0.0,17.7,Cloudy,89
Station B,2024-09-06T04:00:00,7.9,0.4,7.9,Snow,81
Station A,2024-09-06T05:00:00,0.0,0.0,29.4,Clear,39
Station A,2024-09-06T06:00:00,3.5,3.0,-0.5,Snow,19
Station C,2024-09-06T07:00:00,3.4,2.9,31.4,Snow,92
Station D,2024-09-06T08:00:00,4.4,0.0,6.6,Rain,2
Station C,2024-09-06T09:00:00,0.0,0.0,19.5,Clear,4
Station A,2024-09-06T10:00:00,0.4,0.0,-0.1,Rain,37
Station B,2024-09-06T11:00:00,0.0,0.0,6.9,Clear,86
Station D,2024-09-06T12:00:00,0.1,3.2,-1.5,Snow,80
Station B,2024-09-06T13:00:00,2.3,3.2,8.8,Snow,56
Station A,2024-09-06T14:00:00,0.0,0.0,5.3,Clear,58
Station C,2024-09-06T15:00:00,0.0,0.0,28.3,Clear,34
Station C,2024-09-06T16:00:00,0.0,0.0,-0.1,Cloudy,75
Station D,2024-09-06T17:00:00,0.0,0.0,32.3,Clear,36
Station A,2024-09-06T18:00:00,7.2,3.5,3.5,Snow,63
Station A,2024-09-06T19:00:00,4.7,0.0,2.8,Rain,68
Station C,2024-09-06T20:00:00,0.0,0.0,32.7,Cloudy,65
Station C,2024-09-06T21:00:00,5.6,0.0,10.6,Rain,77
Station C,2024-09-06T22:00:00,0.3,0.0,21.1,Rain,44
Station A,2024-09-06T23:00:00,0.0,0.0,-4.9,Clear,1
Station A,2024-09-07T00:00:00,8.0,1.9,13.7,Snow,57
Station C,2024-09-07T01:00:00,3.8,4.7,17.9,Snow,90
Station B,2024-09-07T02:00:00,7.3,0.0,31.7,Rain,30
Station B,2024-09-07T03:00:00,2.0,0.0,5.8,Rain,94
Station C,2024-09-07T04:00:00,8.4,2.4,-0.7,Snow,88
Station C,2024-09-07T05:00:00,0.0,0.0,6.3,Cloudy,39
Station B,2024-09-07T06:00:00,0.0,0.0,26.6,Clear,94
Station A,2024-09-07T07:00:00,3.6,1.0,20.0,Snow,30
Station B,2024-09-07T08:00:00,0.0,0.0,-6.1,Clear,43
Station B,2024-09-07T09:00:00,4.6,0.3,11.4,Snow,70
Station A,2024-09-07T10:00:00,0.0,0.0,25.3,Clear,44
Station D,2024-09-07T11:00:00,0.0,0.0,30.9,Cloudy,92
Station B,2024-09-07T12:00:00,0.0,0.0,9.4,Cloudy,15
Station B,2024-09-07T13:00:00,7.2,2.4,14.0,Snow,84
Station D,2024-09-07T14:00:00,2.2,3.3,-5.4,Snow,42
Station D,2024-09-07T15:00:00,3.8,0.0,27.2,Rain,4
Station B,2024-09-07T16:00:00,3.3,0.0,7.8,Rain,94
Station D,2024-09-07T17:00:00,1.0,0.0,0.6,Rain,73
Station D,2024-09-07T18:00:00,1.7,0.0,33.4,Rain,39
Station A,2024-09-07T19:00:00,7.8,3.6,21.2,Snow,91
Station B,2024-09-07T20:00:00,3.3,0.0,-4.5,Rain,94
Station A,2024-09-07T21:00:00,2.0,4.5,8.0,Snow,45
Station D,2024-09-07T22:00:00,0.0,0.0,20.2,Clear,82
Station C,2024-09-07T23:00:00,2.0,0.0,31.6,Rain,39
Station C,2024-09-08T00:00:00,9.7,0.0,24.3,Rain,86
Station A,2024-09-08T01:00:00,7.5,0.0,27.0,Rain,53
Station B,2024-09-08T02:00:00,0.0,0.0,1.0,Clear,51
Station B,2024-09-08T03:00:00,4.6,1.8,-8.2,Snow,25
Station A,2024-09-08T04:00:00,9.1,1.7,-1.6,Snow,7
Station D,2024-09-08T05:00:00,0.0,0.0,15.9,Clear,49
Station C,2024-09-08T06:00:00,0.0,0.0,-6.3,Cloudy,54
Station D,2024-09-08T07:00:00,7.4,0.0,28.7,Rain,44
Station D,2024-09-08T08:00:00,2.6,0.0,19.2,Rain,13
Station C,2024-09-08T09:00:00,0.0,0.0,9.6,Cloudy,72
Station D,2024-09-08T10:00:00,0.0,0.0,-9.8,Clear,0
Station D,2024-09-08T11:00:00,0.0,0.0,18.4,Clear,49
Station B,2024-09-08T12:00:00,0.0,0.0,-6.3,Cloudy,61
Station A,2024-09-08T13:00:00,4.1,0.0,-4.2,Snow,77
Station C,2024-09-08T14:00:00,1.0,0.2,23.5,Snow,53
Station D,2024-09-08T15:00:00,4.1,0.0,-4.4,Rain,95
Station B,2024-09-08T16:00:00,0.0,0.0,13.0,Cloudy,21
Station A,2024-09-08T17:00:00,2.1,4.2,-1.0,Snow,62
Station B,2024-09-08T18:00:00,0.0,0.0,4.7,Clear,30
Station C,2024-09-08T19:00:00,4.9,0.0,1.1,Rain,78
Station A,2024-09-08T20:00:00,0.0,0.0,9.7,Cloudy,41
Station D,2024-09-08T21:00:00,0.0,0.0,-5.1,Cloudy,76
Station C,2024-09-08T22:00:00,4.1,0.0,21.2,Rain,68
Station B,2024-09-08T23:00:00,3.3,0.0,0.5,Rain,15
Station D,2024-09-09T00:00:00,0.0,0.0,11.3,Clear,91
Station D,2024-09-09T01:00:00,7.4,0.0,3.6,Rain,57
Station C,2024-09-09T02:00:00,0.0,0.0,13.2,Cloudy,14
Station B,2024-09-09T03:00:00,0.0,0.0,-4.3,Clear,97
Station D,2024-09-09T04:00:00,9.0,1.8,27.0,Snow,35
Station A,2024-09-09T05:00:00,0.0,0.0,24.4,Cloudy,39
Station D,2024-09-09T06:00:00,5.6,0.0,8.8,Rain,88
Station D,2024-09-09T07:00:00,4.9,0.0,11.6,Rain,37
Station B,2024-09-09T08:00:00,8.0,0.0,0.7,Rain,95
Station A,2024-09-09T09:00:00,0.0,0.0,6.6,Clear,54
Station D,2024-09-09T10:00:00,7.6,4.7,6.5,Snow,48
Station A,2024-09-09T11:00:00,0.0,0.0,0.5,Cloudy,77
Station D,2024-09-09T12:00:00,0.9,4.3,4.0,Snow,32
Station D,2024-09-09T13:00:00,0.0,0.0,24.7,Clear,95
Station A,2024-09-09T14:00:00,0.0,0.0,20.2,Clear,27
Station B,2024-09-09T15:00:00,1.8,0.0,24.0,Rain,94
Station B,2024-09-09T16:00:00,0.0,0.0,-0.5,Cloudy,6
Station D,2024-09-09T17:00:00,7.0,0.5,30.6,Snow,36
Station D,2024-09-09T18:00:00,9.9,1.7,14.7,Snow,67
Station C,2024-09-09T19:00:00,0.9,1.5,16.1,Snow,89
Station C,2024-09-09T20:00:00,6.1,4.7,19.1,Snow,8
Station C,2024-09-09T21:00:00,0.0,0.0,14.3,Clear,2
Station D,2024-09-09T22:00:00,4.3,4.9,13.4,Snow,50
Station A,2024-09-09T23:00:00,0.0,0.0,-1.6,Clear,29
Station B,2024-09-10T00:00:00,0.0,0.0,31.2,Clear,40
Station C,2024-09-10T01:00:00,0.0,0.0,23.0,Cloudy,5
Station B,2024-09-10T02:00:00,0.0,0.0,-2.0,Cloudy,43
Station C,2024-09-10T03:00:00,7.1,3.2,-7.6,Snow,55
Station A,2024-09-10T04:00:00,0.0,0.0,2.2,Clear,69
Station D,2024-09-10T05:00:00,0.0,0.0,24.8,Clear,38
Station D,2024-09-10T06:00:00,7.5,2.2,-3.5,Snow,8
Station A,2024-09-10T07:00:00,0.0,0.0,3.5,Cloudy,42
Station C,2024-09-10T08:00:00,0.0,0.0,5.5,Cloudy,15
Station C,2024-09-10T09:00:00,0.7,0.0,34.1,Rain,31
Station C,2024-09-10T10:00:00,0.0,0.0,-7.9,Clear,39
Station A,2024-09-10T11:00:00,7.2,0.9,-0.3,Snow,4
Station B,2024-09-10T12:00:00,0.0,0.0,-0.8,Cloudy,9
Station A,2024-09-10T13:00:00,8.0,0.0,9.8,Rain,80
Station B,2024-09-10T14:00:00,0.0,0.0,11.6,Clear,97
Station B,2024-09-10T15:00:00,0.0,0.0,-8.4,Cloudy,12
Station D,2024-09-10T16:00:00,0.8,0.0,24.5,Rain,69
Station C,2024-09-10T17:00:00,0.0,0.0,32.0,Clear,93
Station A,2024-09-10T18:00:00,0.0,0.0,2.3,Cloudy,18
Station D,2024-09-10T19:00:00,0.0,0.0,30.5,Clear,79
Station D,2024-09-10T20:00:00,2.8,2.4,11.7,Snow,21
Station D,2024-09-10T21:00:00,9.2,1.1,27.6,Snow,20
Station D,2024-09-10T22:00:00,9.7,0.6,20.4,Snow,12
Station A,2024-09-10T23:00:00,4.8,3.3,22.5,Snow,48
Station B,2024-09-11T00:00:00,0.0,0.0,9.7,Cloudy,82
Station C,2024-09-11T01:00:00,5.1,0.0,-1.8,Rain,43
Station A,2024-09-11T02:00:00,0.0,0.0,14.5,Cloudy,77
Station C,2024-09-11T03:00:00,3.1,3.0,27.5,Snow,43
Station C,2024-09-11T04:00:00,7.1,3.5,2.2,Snow,89
Station B,2024-09-11T05:00:00,0.0,0.0,14.9,Cloudy,48
Station B,2024-09-11T06:00:00,9.9,4.0,6.7,Snow,46
Station C,2024-09-11T07:00:00,3.9,1.6,21.2,Snow,90
Station D,2024-09-11T08:00:00,5.1,0.0,-9.2,Rain,26
Station B,2024-09-11T09:00:00,2.6,0.0,6.7,Rain,58
Station D,2024-09-11T10:00:00,8.0,0.0,0.7,Rain,96
Station C,2024-09-11T11:00:00,7.7,0.8,-5.6,Snow,29
Station B,2024-09-11T12:00:00,0.0,0.0,9.7,Rain,62
Station A,2024-09-11T13:00:00,1.4,1.6,-7.3,Snow,8
Station A,2024-09-11T14:00:00,6.0,4.2,16.4,Snow,83
Station B,2024-09-11T15:00:00,0.0,0.0,25.8,Cloudy,96
Station B,2024-09-11T16:00:00,0.0,0.0,10.1,Cloudy,67
Station D,2024-09-11T17:00:00,0.0,0.0,13.1,Cloudy,44
Station D,2024-09-11T18:00:00,0.0,0.0,5.7,Clear,48
Station A,2024-09-11T19:00:00,7.1,3.1,17.1,Snow,81
Station C,2024-09-11T20:00:00,0.0,0.0,16.1,Cloudy,14
Station C,2024-09-11T21:00:00,9.3,4.6,20.0,Snow,3
Station D,2024-09-11T22:00:00,1.5,3.3,34.9,Snow,19
Station A,2024-09-11T23:00:00,0.0,0.0,8.2,Clear,57
Station D,2024-09-12T00:00:00,7.0,2.4,22.0,Snow,85
Station A,2024-09-12T01:00:00,2.6,0.0,15.9,Rain,83
Station A,2024-09-12T02:00:00,2.8,0.0,21.1,Rain,27
Station C,2024-09-12T03:00:00,0.0,0.0,-4.7,Cloudy,49
Station C,2024-09-12T04:00:00,3.5,2.6,-1.5,Snow,63
Station D,2024-09-12T05:00:00,5.8,0.1,-0.5,Snow,10
Station B,2024-09-12T06:00:00,2.0,0.0,8.1,Rain,59
Station B,2024-09-12T07:00:00,3.2,0.1,21.5,Snow,84
Station C,2024-09-12T08:00:00,0.0,0.0,16.1,Clear,3
Station B,2024-09-12T09:00:00,9.9,0.0,25.9,Rain,82
Station A,2024-09-12T10:00:00,5.0,0.0,-8.7,Rain,78
Station D,2024-09-12T11:00:00,2.9,0.0,0.2,Rain,34
Station C,2024-09-12T12:00:00,4.9,3.6,22.2,Snow,12
Station B,2024-09-12T13:00:00,0.0,0.0,-3.6,Cloudy,20
Station A,2024-09-12T14:00:00,0.3,0.0,0.7,Rain,30
Station B,2024-09-12T15:00:00,0.6,4.2,6.3,Snow,99
Station D,2024-09-12T16:00:00,0.0,0.0,21.1,Cloudy,68
Station C,2024-09-12T17:00:00,0.0,0.0,7.0,Cloudy,70
Station D,2024-09-12T18:00:00,0.0,0.0,24.3,Clear,19
Station A,2024-09-12T19:00:00,0.0,0.0,8.1,Clear,3
Station C,2024-09-12T20:00:00,5.9,0.0,-0.1,Rain,72
Station C,2024-09-12T21:00:00,4.4,0.0,6.0,Rain,40
Station B,2024-09-12T22:00:00,0.0,0.0,23.4,Clear,38
Station A,2024-09-12T23:00:00,0.0,0.0,26.1,Cloudy,79
Station A,2024-09-13T00:00:00,2.0,4.7,15.4,Snow,51
Station D,2024-09-13T01:00:00,4.8,0.0,31.0,Rain,75
Station C,2024-09-13T02:00:00,0.0,0.0,27.8,Clear,1
Station A,2024-09-13T03:00:00,0.0,0.0,28.3,Cloudy,66
Station A,2024-09-13T04:00:00,0.0,0.0,27.2,Clear,58
Station B,2024-09-13T05:00:00,0.0,0.0,2.4,Cloudy,8
Station D,2024-09-13T06:00:00,0.0,0.0,15.9,Cloudy,64
Station B,2024-09-13T07:00:00,0.7,0.0,6.2,Rain,7
Station D,2024-09-13T08:00:00,0.0,0.0,32.1,Clear,71
Station D,2024-09-13T09:00:00,0.0,0.0,21.6,Clear,33
Station D,2024-09-13T10:00:00,5.5,0.0,17.6,Rain,33
Station A,2024-09-13T11:00:00,0.0,0.0,32.5,Cloudy,69
Station D,2024-09-13T12:00:00,0.0,0.0,24.7,Clear,79
Station C,2024-09-13T13:00:00,5.3,0.0,10.6,Rain,65
Station D,2024-09-13T14:00:00,0.0,0.0,-8.8,Cloudy,28
Station A,2024-09-13T15:00:00,8.7,0.0,18.2,Rain,34
Station B,2024-09-13T16:00:00,0.0,0.0,-7.6,Cloudy,42
Station D,2024-09-13T17:00:00,0.0,0.0,-8.7,Clear,46
Station C,2024-09-13T18:00:00,3.3,0.0,10.6,Rain,89
Station B,2024-09-13T19:00:00,0.0,0.0,3.9,Clear,77
Station B,2024-09-13T20:00:00,0.0,0.0,-1.4,Clear,90
Station D,2024-09-13T21:00:00,0.0,0.0,-4.4,Clear,75
Station C,2024-09-13T22:00:00,7.7,1.5,30.9,Snow,9
Station A,2024-09-13T23:00:00,0.0,0.0,26.6,Clear,9
Station D,2024-09-14T00:00:00,2.3,2.3,20.3,Snow,97
Station B,2024-09-14T01:00:00,0.0,0.0,30.8,Clear,78
Station C,2024-09-14T02:00:00,5.3,0.0,1.2,Rain,20
Station D,2024-09-14T03:00:00,0.0,0.0,23.2,Cloudy,25
Station B,2024-09-14T04:00:00,9.6,0.0,4.4,Rain,53
Station A,2024-09-14T05:00:00,0.5,0.0,-8.2,Rain,70
Station B,2024-09-14T06:00:00,0.0,0.0,11.1,Clear,41
Station C,2024-09-14T07:00:00,9.9,0.0,20.8,Rain,28
Station A,2024-09-14T08:00:00,0.0,0.0,10.4,Clear,61
Station A,2024-09-14T09:00:00,6.3,0.0,24.1,Rain,85
Station D,2024-09-14T10:00:00,6.6,1.7,30.0,Snow,11
Station A,2024-09-14T11:00:00,0.0,0.0,31.3,Clear,52
Station D,2024-09-14T12:00:00,2.9,3.9,14.9,Snow,68
Station D,2024-09-14T13:00:00,0.0,0.0,31.9,Cloudy,63
Station C,2024-09-14T14:00:00,1.7,0.0,17.0,Rain,79
Station B,2024-09-14T15:00:00,0.0,0.0,-5.4,Cloudy,71
Station D,2024-09-14T16:00:00,3.1,3.2,13.0,Snow,34
Station C,2024-09-14T17:00:00,2.3,1.1,14.7,Snow,20
Station C,2024-09-14T18:00:00,0.0,0.0,-6.1,Cloudy,25
Station B,2024-09-14T19:00:00,0.0,0.0,34.0,Clear,86
Station A,2024-09-14T20:00:00,5.1,2.4,-2.6,Snow,0
Station B,2024-09-14T21:00:00,2.3,3.1,23.7,Snow,21
Station A,2024-09-14T22:00:00,1.7,2.6,-2.8,Snow,71
Station B,2024-09-14T23:00:00,0.0,0.0,18.6,Clear,27
Station A,2024-09-15T00:00:00,0.3,2.3,10.1,Snow,39
Station D,2024-09-15T01:00:00,0.0,0.0,11.9,Clear,95
Station D,2024-09-15T02:00:00,0.0,0.0,-4.4,Clear,49
Station B,2024-09-15T03:00:00,0.4,0.0,-6.1,Rain,15
Station C,2024-09-15T04:00:00,0.0,0.0,30.4,Clear,74
Station A,2024-09-15T05:00:00,4.3,0.0,13.1,Rain,16
Station A,2024-09-15T06:00:00,4.5,4.5,-6.1,Snow,98
Station A,2024-09-15T07:00:00,10.0,0.0,4.6,Rain,39
Station A,2024-09-15T08:00:00,0.0,0.0,7.2,Clear,46
Station A,2024-09-15T09:00:00,9.9,1.8,32.5,Snow,87
Station D,2024-09-15T10:00:00,7.2,0.4,2.2,Snow,66
Station D,2024-09-15T11:00:00,0.0,0.0,17.8,Clear,1
Station C,2024-09-15T12:00:00,9.6,4.5,-5.4,Snow,82
Station C,2024-09-15T13:00:00,0.0,0.0,16.2,Clear,35
Station B,2024-09-15T14:00:00,0.4,4.4,7.3,Snow,27
Station A,2024-09-15T15:00:00,0.0,0.0,1.6,Clear,68
Station C,2024-09-15T16:00:00,0.0,0.0,22.1,Cloudy,59
Station A,2024-09-15T17:00:00,7.2,1.9,25.4,Snow,2
Station B,2024-09-15T18:00:00,0.0,0.0,-9.7,Clear,84
Station C,2024-09-15T19:00:00,0.0,0.0,17.5,Clear,86
Station D,2024-09-15T20:00:00,0.0,0.0,-7.6,Cloudy,27
Station D,2024-09-15T21:00:00,0.0,0.0,34.8,Cloudy,91
Station B,2024-09-15T22:00:00,6.1,1.6,27.5,Snow,28
Station D,2024-09-15T23:00:00,0.0,0.0,16.3,Clear,42
Station C,2024-09-16T00:00:00,0.0,0.0,28.0,Cloudy,41
Station C,2024-09-16T01:00:00,9.7,0.0,-0.7,Rain,75
Station D,2024-09-16T02:00:00,0.0,0.0,3.7,Cloudy,98
Station C,2024-09-16T03:00:00,0.6,1.9,-3.5,Snow,37
Station D,2024-09-16T04:00:00,0.0,0.0,1.5,Cloudy,59
Station C,2024-09-16T05:00:00,0.0,0.0,31.3,Cloudy,14
Station A,2024-09-16T06:00:00,0.0,0.0,-1.0,Clear,89
Station A,2024-09-16T07:00:00,0.0,0.0,6.2,Cloudy,89
Station A,2024-09-16T08:00:00,0.0,0.0,-4.3,Clear,52
Station B,2024-09-16T09:00:00,4.6,0.0,6.2,Rain,26
Station C,2024-09-16T10:00:00,5.6,0.0,29.4,Rain,47
Station A,2024-09-16T11:00:00,3.2,3.0,29.0,Snow,35
Station C,2024-09-16T12:00:00,1.6,4.2,4.2,Snow,46
Station B,2024-09-16T13:00:00,0.0,0.0,12.1,Cloudy,54
Station A,2024-09-16T14:00:00,0.0,0.0,23.1,Cloudy,10
Station A,2024-09-16T15:00:00,0.0,0.0,19.0,Cloudy,28
Station B,2024-09-16T16:00:00,2.9,0.0,-6.7,Rain,22
Station C,2024-09-16T17:00:00,2.9,0.0,25.3,Rain,96
Station D,2024-09-16T18:00:00,0.0,0.0,21.2,Cloudy,71
Station C,2024-09-16T19:00:00,0.0,0.0,18.0,Cloudy,4
Station B,2024-09-16T20:00:00,3.5,0.0,33.4,Rain,22
Station C,2024-09-16T21:00:00,0.2,3.9,32.6,Snow,53
Station C,2024-09-16T22:00:00,4.8,1.6,33.3,Snow,13
Station A,2024-09-16T23:00:00,0.0,0.0,26.0,Clear,4
Station A,2024-09-17T00:00:00,0.0,0.0,16.2,Cloudy,26
Station A,2024-09-17T01:00:00,1.4,0.8,13.0,Snow,76
Station C,2024-09-17T02:00:00,0.0,0.0,8.4,Cloudy,21
Station B,2024-09-17T03:00:00,0.0,0.0,1.9,Clear,37
Station C,2024-09-17T04:00:00,0.0,0.0,4.5,Clear,34
Station D,2024-09-17T05:00:00,0.3,4.1,12.5,Snow,70
Station C,2024-09-17T06:00:00,0.0,0.0,-2.0,Clear,26
Station B,2024-09-17T07:00:00,0.0,0.0,20.9,Cloudy,90
Station C,2024-09-17T08:00:00,2.1,3.6,20.6,Snow,78
Station A,2024-09-17T09:00:00,4.5,0.0,-6.3,Rain,56
Station A,2024-09-17T10:00:00,1.4,0.0,5.3,Rain,37
Station B,2024-09-17T11:00:00,8.8,1.6,29.6,Snow,0
Station B,2024-09-17T12:00:00,0.0,0.0,17.5,Clear,79
Station A,2024-09-17T13:00:00,5.6,0.0,11.7,Rain,1
Station B,2024-09-17T14:00:00,0.0,0.0,34.9,Clear,72
Station D,2024-09-17T15:00:00,2.3,0.0,-4.7,Rain,49
Station A,2024-09-17T16:00:00,0.0,0.0,3.0,Clear,18
Station D,2024-09-17T17:00:00,9.1,0.0,24.2,Rain,66
Station B,2024-09-17T18:00:00,0.0,0.0,29.6,Cloudy,21
Station D,2024-09-17T19:00:00,8.1,4.7,12.6,Snow,55
Station A,2024-09-17T20:00:00,0.0,0.0,-2.7,Clear,49
Station D,2024-09-17T21:00:00,7.0,0.0,-6.2,Rain,96
Station D,2024-09-17T22:00:00,7.5,0.0,25.6,Rain,87
Station C,2024-09-17T23:00:00,0.5,1.0,-7.0,Snow,63
Station C,2024-09-18T00:00:00,6.3,4.9,15.1,Snow,5
Station D,2024-09-18T01:00:00,0.0,0.0,29.0,Cloudy,42
Station B,2024-09-18T02:00:00,0.0,0.0,1.8,Cloudy,12
Station A,2024-09-18T03:00:00,0.0,0.0,21.8,Cloudy,44
Station D,2024-09-18T04:00:00,0.0,0.0,33.6,Cloudy,82
Station A,2024-09-18T05:00:00,8.7,0.0,19.4,Rain,6
Station A,2024-09-18T06:00:00,0.0,0.0,-5.3,Rain,95
Station A,2024-09-18T07:00:00,0.0,0.0,2.0,Cloudy,86
Station B,2024-09-18T08:00:00,2.5,4.4,25.3,Snow,28
Station D,2024-09-18T09:00:00,0.0,0.0,21.1,Cloudy,40
Station B,2024-09-18T10:00:00,9.3,0.0,-0.5,Rain,43
Station B,2024-09-18T11:00:00,0.8,0.0,14.2,Rain,3
Station C,2024-09-18T12:00:00,0.0,0.0,21.5,Cloudy,73
Station B,2024-09-18T13:00:00,1.8,2.8,12.6,Snow,55
Station B,2024-09-18T14:00:00,3.8,0.0,34.1,Rain,100
Station A,2024-09-18T15:00:00,6.1,4.2,-2.7,Snow,0
Station D,2024-09-18T16:00:00,0.0,0.0,29.0,Cloudy,45
Station A,2024-09-18T17:00:00,0.0,0.0,5.4,Clear,60
Station D,2024-09-18T18:00:00,0.0,0.0,20.2,Clear,17
Station D,2024-09-18T19:00:00,0.5,4.5,13.9,Snow,0
Station C,2024-09-18T20:00:00,2.0,0.4,24.6,Snow,23
Station A,2024-09-18T21:00:00,0.2,0.0,0.8,Rain,29
Station D,2024-09-18T22:00:00,2.5,4.5,10.0,Snow,34
Station A,2024-09-18T23:00:00,5.0,0.0,16.8,Rain,11
Station C,2024-09-19T00:00:00,0.0,0.0,8.6,Cloudy,18
Station C,2024-09-19T01:00:00,8.8,0.0,-9.2,Rain,27
Station C,2024-09-19T02:00:00,0.0,0.0,-6.6,Clear,31
Station D,2024-09-19T03:00:00,4.0,2.1,-6.0,Snow,63
Station A,2024-09-19T04:00:00,5.2,0.0,-2.4,Rain,41
Station B,2024-09-19T05:00:00,3.1,0.0,-0.3,Rain,87
Station B,2024-09-19T06:00:00,2.1,1.3,17.6,Snow,97
Station D,2024-09-19T07:00:00,6.4,0.0,0.8,Rain,70
Station D,2024-09-19T08:00:00,0.0,0.0,7.4,Clear,87
Station A,2024-09-19T09:00:00,0.0,0.0,31.8,Cloudy,25
Station C,2024-09-19T10:00:00,0.0,0.0,3.9,Clear,19
Station D,2024-09-19T11:00:00,2.0,0.0,-5.2,Rain,1
Station C,2024-09-19T12:00:00,0.0,0.0,-5.4,Clear,32
Station D,2024-09-19T13:00:00,4.1,1.5,27.0,Snow,25
Station A,2024-09-19T14:00:00,0.0,0.0,32.6,Cloudy,51
Station B,2024-09-19T15:00:00,6.5,3.8,8.8,Snow,62
Station C,2024-09-19T16:00:00,9.3,1.9,18.3,Snow,61
Station B,2024-09-19T17:00:00,0.0,0.0,-6.0,Clear,100
Station B,2024-09-19T18:00:00,7.4,4.7,24.9,Snow,78
Station D,2024-09-19T19:00:00,0.0,0.0,18.8,Clear,21
Station D,2024-09-19T20:00:00,0.0,0.0,28.6,Clear,37
Station C,2024-09-19T21:00:00,0.0,0.0,23.1,Clear,39
Station D,2024-09-19T22:00:00,0.0,0.0,14.5,Clear,26
Station B,2024-09-19T23:00:00,5.2,0.9,26.9,Snow,3
